	Actinobacteria	Proteobacteria	Acidobacteria	Chloroflexi	Bacteroidetes	Thaumarchaeota	Gemmatimonadetes_d__Bacteria	unclassified_d__Bacteria	Verrucomicrobia	Planctomycetes	Candidatus_Rokubacteria	Others	Proteobacteria	Actinobacteria	Acidobacteria	Chloroflexi	Bacteroidetes	Gemmatimonadetes	unclassified	Firmicutes	Rokubacteria	Nitrospirae	Cyanobacteria	Others	Actinobacteria	Proteobacteria	Chloroflexi	Acidobacteria	Bacteroidetes	unclassified	Planctomycetes	Gemmatimonadetes	Firmicutes	Verrucomicrobia	Ignavibacteriae	Others
JuE1W2	1124.442313	2431.655257	168.1099542	1077.647939	580.2545677	7.880127458	102.2885644	308.0023742	76.59268909	247.4141787	9.83801843	583.0425968	551.3529685	48.48126052	15.00465241	49.62849811	19.09677297	5.445249362	30.06618364	5.310944617	0.635634777	0.441980324	1.58313405	21.18372909	58.4852923	63.596437	47.77753217	5.975459518	53.43592851	44.95429643	16.24584895	6.478500344	14.48688549	4.875502726	2.655940926	28.41270812
JuE1W3	1103.912762	2304.551591	178.8505052	1030.328365	1227.0271	1.428621333	88.13529463	347.4150166	138.8619583	205.1348048	7.433673615	714.029443	547.7644167	70.81794557	23.51306904	59.35987535	41.84363863	3.757768241	33.6445667	8.630103804	0	1.088639083	1.197330145	23.90735832	87.11063165	45.16766385	48.22045208	6.445260626	79.48325827	55.96135571	14.11577091	5.544289599	4.994857225	7.744674584	9.039686691	20.65233631
JuE2W1	2029.934967	2014.105868	709.1048952	752.584865	279.9486995	133.1316576	208.0221113	112.8382734	67.06487652	88.25651972	46.33361893	538.2663523	370.1580337	107.7192838	68.89174875	32.12107653	13.62364228	15.17227408	7.398420627	15.67004425	3.299022696	3.323559706	0	22.74578066	92.68141208	44.0493071	43.49887507	14.25126168	20.11093066	2.255805837	5.104172753	10.01238469	8.73988764	0.288669779	5.712455304	10.79549763
JuE2W2	2204.817066	2227.423588	488.2603548	758.6972761	402.2925	72.09981764	163.7972944	102.0286205	62.49213684	85.56377104	24.98633061	395.1745019	455.0046049	101.8693794	43.3665388	31.12804461	24.98518493	11.47429433	9.246486263	13.4516518	0.33182145	0.438773657	0.097728544	26.86063296	106.4185574	61.90751859	43.96758588	10.7518446	35.80775473	3.15304089	3.777009068	8.092762778	5.936652854	0.711225215	6.551062803	12.68326115
JuE2W3	1970.761052	2229.321636	647.6309299	666.9720702	284.877178	130.1026233	208.5077321	115.2794209	68.19312695	97.01452603	43.2649241	402.1268255	406.4606516	102.5950649	57.54145411	27.73202851	10.34190162	13.56788824	7.304581194	6.739258563	1.452293236	1.735024273	1.371678102	27.11885529	91.14964284	50.35330679	36.9354334	17.99605488	23.04247956	3.337594889	5.580604779	10.09496212	3.365834563	0.505840066	2.565504975	9.840702788
JuE3W1	1321.087921	2485.34853	1470.227519	358.0696042	235.4593214	45.13677655	68.20403462	121.6916421	160.7003048	91.6853002	411.577311	301.1156796	455.6207227	87.76583651	120.4339034	8.514887015	8.041669553	2.627860227	5.679149192	1.277250859	28.36216021	9.811028397	1.985952014	10.6422103	61.32302041	93.16289341	22.26513508	43.08891443	18.64754973	2.095586333	6.632803806	5.570213962	4.534785421	3.135682928	0	6.287254802
JuE3W2	1432.512912	2331.189393	1433.663263	300.8234829	135.942972	146.9748878	60.54942251	127.9862098	117.822589	91.00918576	362.2641178	338.9465861	453.2815243	124.1555177	133.3974439	7.717372513	2.729446965	1.341287997	6.076185186	1.135751665	23.96800288	14.23057835	6.245442414	7.90928715	53.72922321	87.26601633	19.62997038	46.33815953	9.668993158	1.601746754	5.157772322	4.339166677	2.946613261	0.594064215	0.341289803	7.814591092
JuE3W3	1988.123231	2431.014267	1181.786656	321.7476234	224.9735635	28.84561605	80.26505859	91.61477786	118.5390583	68.43433346	251.3986801	292.2370827	517.2226825	126.4015148	84.14334552	9.616698817	6.482566255	2.692297486	6.939442774	1.554253345	14.04060287	4.890406683	0.264146508	7.926517521	108.2908528	103.9182834	21.94842712	36.48148014	25.62995817	1.638301092	7.475364131	5.260329662	5.737744617	2.457530074	0.344839077	11.79329938
JuE4W1	1671.305237	2017.043506	1363.442405	908.2250702	297.6986773	0.958274353	129.1670229	184.1225526	121.6185476	123.2763354	44.87116739	510.8380902	453.618103	106.0347698	124.5174662	32.08042776	6.484177517	6.077908949	10.55798887	4.074440165	4.152233854	6.837150761	1.156080626	10.74385014	78.46627017	39.11756829	68.13303031	62.49019656	26.1157988	7.112983752	3.454969975	5.282487644	6.098589993	3.411921465	5.115040473	16.73580574
JuE4W2	1388.181281	2160.444696	1705.972483	672.0090155	192.892126	1.058042167	130.4393691	129.1391643	136.2307577	137.1526019	182.8342129	406.5798726	448.8631954	100.3551096	153.1290329	25.10334348	2.342744157	7.828730996	8.318461414	6.334987207	12.82290391	2.083138308	0.089591111	8.990322559	68.58476083	44.35534493	56.89635616	75.240501	14.0838568	4.23692992	2.929935624	10.15747182	7.593001144	2.725981333	1.82403436	17.55089746
JuE4W3	1840.123479	2107.600166	1292.892756	849.9016818	237.2777197	2.260581722	105.6314086	146.5943692	118.7756101	118.197202	46.09248311	437.7610962	479.7765748	109.8834503	107.2398261	26.97738449	5.228432805	5.400840374	8.373415205	1.738371787	4.436033003	3.97661416	0.572517302	6.629475779	82.42496116	54.17244439	62.36921113	54.43132557	18.79701939	4.84759988	4.57793059	8.339862339	5.988331323	2.939017213	2.223473578	17.50011631
