Family,Ju_E1_D_1,Ju_E1_D_2,Ju_E1_D_3,Ap_E1_D_3,Au_E1_D_1,Au_E1_D_3,Ap_E1_D_2,Ap_E1_D_1,Au_E1_D_2,Ap_E2_D_2,Au_E2_D_3,Au_E2_D_1,Ap_E2_D_1,Ju_E2_D_2,Ju_E2_D_1,Ap_E2_D_3,Au_E2_D_2,Ju_E2_D_3,Au_E3_D_3,Au_E3_D_1,Ap_E3_D_1,Ap_E3_D_2,Ju_E3_D_2,Au_E3_D_2,Ju_E3_D_1,Ap_E3_D_3,Ju_E3_D_3,Ju_E4_D_3,Au_E4_D_2,Au_E4_D_1,Ju_E4_D_1,Ap_E4_D_1,Au_E4_D_3,Ap_E4_D_2,Ju_E4_D_2,Ap_E4_D_3,Ju_E1_W_3,Au_E1_W_3,Ap_E1_W_3,Au_E1_W_2,Ap_E1_W_1,Ap_E1_W_2,Ju_E1_W_1,Ju_E1_W_2,Au_E1_W_1,Ap_E2_W_1,Au_E2_W_3,Au_E2_W_2,Au_E2_W_1,Ap_E2_W_3,Ju_E2_W_2,Ap_E2_W_2,Ju_E2_W_3,Ju_E2_W_1,Ju_E3_W_2,Ap_E3_W_2,Ap_E3_W_3,Au_E3_W_2,Ap_E3_W_1,Au_E3_W_1,Ju_E3_W_3,Ju_E3_W_1,Au_E3_W_3,Ap_E4_W_3,Ju_E4_W_1,Au_E4_W_1,Au_E4_W_2,Ju_E4_W_3,Au_E4_W_3,Ap_E4_W_1,Ju_E4_W_2,Ap_E4_W_2
GH36,65.81966728,89.6966858,100.4921012,55.29582648,47.12546929,71.1254493,73.13073193,99.21464162,70.50488438,91.01757507,108.2716749,81.20471349,81.71007086,118.9387431,122.0093768,78.69370582,100.0016782,89.31288973,104.9483211,97.0287794,134.7231248,109.9666799,132.5507507,118.2909036,137.8579567,103.7801712,164.1677684,88.23267871,83.08984271,86.61259278,95.98781577,101.9877659,88.09965102,90.90065135,92.94476809,98.02037344,98.52661705,86.93094183,86.44088245,118.0331925,63.49901453,81.79017197,90.27487956,107.3627394,98.38891537,77.21846421,101.9700967,87.03175461,85.06527376,77.60483503,115.8970205,82.65353061,91.95538387,93.73852227,38.20208993,65.85345647,64.21248257,84.0539906,74.49453837,81.24134385,83.26764987,46.23792691,113.1089809,125.2382234,114.723942,115.897556,99.92687215,97.24800754,108.7865416,102.7500516,105.3183094,112.9390655
GH130,78.96800978,67.88420644,54.96817593,93.1326734,91.39727491,78.3112547,71.92039874,60.04791743,88.85397764,51.01302786,59.2989114,46.2922811,56.67872567,54.46993193,63.43318162,47.61412087,43.56850837,56.97025208,97.96265648,85.45582141,108.947614,94.22668771,84.85544421,92.68649013,91.77695966,95.10107459,88.15555641,87.32748999,96.35498383,99.95517183,85.6222972,99.08678515,89.44869565,96.67163603,87.84403229,84.8404496,157.9712167,129.4490078,117.8277983,188.1240351,111.9964741,132.4707422,149.2876169,126.0586709,135.4947341,100.6089315,85.90454866,98.52772778,101.1560607,100.1267768,102.4190238,88.37489323,91.55710383,102.989073,85.33313343,91.22403104,88.13711919,101.1890824,88.36730475,83.27303495,80.80492874,86.92887571,85.29757437,78.49970904,135.2103269,81.43110444,75.20635997,118.7810845,114.0743192,75.41225728,113.6415858,89.62632077
GT19,59.64437826,65.77625782,61.1846082,86.89809746,89.38862373,76.75595186,66.81343827,77.76036989,74.14013468,55.96737307,66.30149548,75.3065171,68.54999872,57.62854431,65.32732736,64.1656649,61.55746946,59.22486587,70.90934767,63.9708154,59.5938369,63.86493263,59.92946899,61.58293558,58.97694704,53.1094528,57.37551125,69.85149891,73.00883999,71.02271292,64.38111869,69.03636061,73.82409053,63.64187233,68.02945925,76.63044556,136.2639599,143.0597728,155.4103155,147.6114755,138.8801147,153.1517577,114.0710699,128.4569533,143.7627955,109.1156307,105.4583347,103.7635123,110.0222329,103.0331209,103.8864181,102.6964721,106.932807,111.1452504,101.1595376,98.92585736,90.28018698,101.6051478,99.3832765,92.62655255,98.7046489,105.0944278,85.95330629,108.5263593,129.2635205,136.4038907,83.55186401,129.1325692,153.9333325,89.49418957,149.9103521,92.89800101
GH32,89.68078604,82.2930388,103.7652646,96.67302597,90.8486232,95.90972228,93.88299078,96.44745183,102.8373576,60.6673898,100.0627617,63.49903569,68.29086148,107.186448,118.7959176,51.06397559,59.54271319,82.84027493,127.2130765,92.17079691,119.5743622,98.03128254,123.678301,112.4531166,93.78040197,107.5017096,170.9943008,91.50736392,69.08845744,73.58872184,93.05643442,94.78268024,67.78851694,73.13043476,92.5875732,76.13430224,58.85934251,80.28387065,43.01432398,93.5195652,38.14437307,52.15663877,51.65701317,84.59680992,79.15156179,100.9607175,141.9737729,120.8838042,102.0301983,96.42133844,169.8294182,98.51216155,121.5158425,146.1983429,23.47492055,35.26093118,43.61109781,57.76586009,44.69695353,59.2781924,53.50368842,22.23275348,73.11587261,82.37884932,83.25982091,82.15605129,63.66181019,51.8329481,80.11711224,69.85014371,59.09525076,63.76105662
CBM66,80.26229699,66.18337919,60.8773504,103.951086,97.49835334,72.52333051,95.18568539,71.07070275,92.60370207,89.26899493,94.28259106,107.9126051,96.42636459,87.31731541,98.42026102,85.91158805,78.32168278,100.0822787,82.80351816,80.3845348,78.51900076,69.13705284,70.10366585,74.95905318,71.45653368,62.61079496,58.40135198,74.19822354,86.50759163,75.54076396,74.07555648,67.51166082,72.84865108,67.85401138,75.37371045,83.57414202,125.8776307,89.55055852,114.740873,90.04134977,82.08534033,101.7188575,98.0801633,108.2441346,83.79578356,96.05914487,85.19269504,93.62969107,93.59282716,93.65585966,101.6953269,92.41763555,94.09718488,101.0263805,111.1937429,92.26703234,88.78380758,81.47928603,88.55272994,76.96806233,76.66953207,106.9231031,76.05000236,50.12886979,66.13100183,57.4276726,66.16418553,64.28047227,59.0769229,81.78818618,78.47835893,85.5328732
GT87,79.475969,70.71473794,90.41919763,83.9475617,75.35958903,67.34741432,73.35163608,76.28275332,78.22857885,79.1629785,83.94076623,92.22641513,81.03574129,101.9334271,107.3713291,89.35333572,87.93934372,95.63625525,96.19627928,90.57345029,99.63352587,108.2496376,118.2458743,104.4406929,115.2200918,98.7615146,114.5993476,103.8302641,89.44094048,87.18346083,93.65596182,86.70288384,90.58420314,97.83062695,84.19816405,98.40936436,45.08907755,47.31508606,55.4701314,60.4385995,61.95541489,48.89051558,38.01808601,38.03820314,52.94339923,87.27419183,75.21252005,77.19995393,81.93464308,87.68077655,76.11625733,86.7325331,78.24995319,84.96402875,79.37188088,76.54114364,66.08015101,58.87540414,64.17336588,73.87270845,66.92855796,68.44761971,76.89486495,60.09291631,144.417774,90.02826806,73.42627806,103.5353657,101.0923065,101.1100583,118.4615898,107.0590504
GT26,109.3636008,96.34206987,90.95389623,121.8984205,110.4526806,87.42416238,105.9590936,100.581301,107.7318891,110.5121005,96.18591666,104.5458635,94.17033836,91.90221198,89.03795308,108.5429718,108.593301,102.8371306,57.29015451,65.26793278,56.99994761,60.91746321,86.09811419,69.82975972,84.24759576,65.89294848,89.5092241,52.03807953,56.61004573,44.40424437,50.05173357,53.71493023,43.46153278,46.09539468,54.05615772,55.50309425,106.0651979,96.00880886,79.57772847,106.9449664,96.08228239,98.80493216,113.1800428,139.7347363,90.81814159,78.72287525,71.88675071,73.5146874,84.44341672,77.53837875,79.23841739,73.62715562,78.40467943,70.93989216,72.45293453,72.69540544,65.75034114,69.44855346,64.2423187,59.87145651,72.18090809,69.1284857,65.441246,101.4457126,56.38968261,55.54738426,61.18400526,55.44411421,51.81109168,79.02692812,47.13877261,85.85498112
GH13,56.30808932,63.68549119,67.57769192,57.03574011,60.56483833,67.770609,58.21257541,69.62223435,62.84711121,71.63650282,66.07953922,99.23166557,67.09978011,85.1521289,75.71434234,66.40099658,68.86570001,65.07735212,67.59126938,76.29058779,71.63822685,70.3254375,79.37488023,79.19172432,69.00025447,76.68609414,84.62790687,72.22870199,69.5485892,72.94106399,74.36311284,72.82201996,73.20593645,72.15488449,66.53059081,78.17297886,97.69980756,80.99336072,82.65524983,89.68305071,78.97721622,90.8171853,103.2693078,97.84473755,90.5960372,68.98910933,71.25351217,71.3496023,66.08108116,63.96016928,69.17529507,63.6809965,63.82197608,78.36668019,98.70557309,111.6886534,91.80772283,89.43313838,83.91554085,81.46681115,100.6258189,94.02508583,87.96383943,101.614715,98.57398551,103.011572,72.47794302,90.19751521,76.24209243,116.7273997,80.95288452,120.0289541
GH4,47.07053183,68.07421608,59.46370065,34.29757938,37.73506034,48.83408488,42.45580183,53.78758904,40.79340328,80.13516825,90.37480377,61.61384977,73.5015649,85.22782437,88.01414677,75.77881855,74.19529018,86.85794907,92.71356359,92.06784868,97.13961228,103.5942671,115.371941,101.3956783,131.3562576,129.4892997,113.6193076,98.17121041,99.60412057,102.6768463,100.6829522,90.23128507,95.74944225,91.53459453,96.34153613,92.948118,75.7370779,78.04738183,68.74417218,91.48688216,53.79545391,70.58077453,72.88286745,116.9546578,86.50570915,54.47790374,53.58747457,61.39046676,55.70873241,49.78019263,62.69018863,55.1628772,65.4012839,71.25929759,56.73486931,71.63892327,67.33388394,79.28997506,72.74062683,70.31861182,69.45650291,68.58886139,76.6268097,59.8005468,90.31900281,62.60364777,54.12339443,88.04746194,72.84415404,57.79082308,95.26570771,59.31193358
GH42,59.91378676,74.38694027,84.57795692,52.61262134,55.26252512,72.56895951,57.50304982,80.61724627,67.02189837,79.30148951,91.13881031,84.83386985,78.26204344,101.6546704,106.4251721,78.2437017,91.36422339,80.61045409,85.85743023,64.29325525,91.14138064,80.29592107,94.69813954,74.88995964,80.99534843,82.18369436,90.39508382,69.25135998,57.30033559,59.35176399,74.40692358,77.2149608,48.75062067,65.49470852,74.96320421,68.1317926,97.45021877,90.51472907,79.19649023,104.8987687,61.02306343,86.05617692,85.05312253,112.3221252,78.03070551,50.01338155,70.84873378,56.09913641,55.64780393,45.32264395,79.62716481,50.25424339,64.69282786,68.31437402,36.66614458,67.44823915,62.86847211,70.79527974,72.44730358,53.65555573,66.41017628,55.23390669,78.19244137,81.25734994,91.75564181,72.91550877,73.58653986,81.80672679,84.31354498,62.5568322,85.12371518,65.72838964
GH29,31.29569356,32.30433639,37.42126474,38.70457789,43.73012585,45.4358249,31.47819063,36.32665405,35.49142866,37.357179,52.61063508,32.00296929,36.31256905,55.93994371,48.0662894,40.27345832,41.25760129,39.48134705,47.25380914,44.39979311,65.06090004,53.66973457,49.64955979,40.50948636,47.94453814,45.29147206,43.50140234,53.10395369,56.45080284,50.53751679,52.0311656,47.85017774,57.70591442,38.01463908,46.25808993,57.02058392,216.2623863,150.9118213,162.1671561,191.1582874,115.5906697,152.0078927,184.5346443,157.7404911,158.37873,72.25359192,79.49324617,72.5872445,77.37032379,70.60836206,77.88305921,71.54317266,77.5017279,69.62767364,57.83490983,82.32854996,88.7351839,89.38570976,93.89994092,61.23427313,72.44205947,81.29657339,73.5316453,62.17514543,170.4821787,83.02488531,59.20478294,145.9372025,117.7966887,66.14768876,142.2044626,75.40079142
GT84,29.62153272,34.90959803,30.67491831,33.74336574,38.77352951,34.14275417,30.37862066,26.21143151,36.69531016,37.5549442,46.82621408,29.88556128,40.10109684,35.58009157,37.37672561,34.22814441,25.41541053,39.13304201,67.69306245,63.49248488,52.60965253,52.71995538,47.90746222,53.8354029,49.84506778,62.49217007,48.55750693,83.54388435,95.48324102,85.08800905,76.30035989,77.34341376,92.03598612,79.64968908,77.13437868,95.97444269,79.01690004,62.73214205,93.16586458,93.52141579,70.83646917,80.47196912,62.49985984,76.44562427,65.11352452,88.28082142,80.50009703,81.50485276,84.48611609,89.76499258,76.97442086,96.85446247,86.53225199,86.32071084,77.29417777,76.46869196,86.76332515,82.86430107,87.82188585,73.77244274,91.32271388,93.67392683,81.6494686,75.72243284,162.5604276,108.4176561,82.83953144,141.8421076,146.7144872,88.0298042,165.5313301,86.34361325
GH10,46.21053934,68.72147732,96.08371717,39.8204935,50.32834385,63.787816,45.65702621,73.11747161,60.98362405,87.79745716,87.97224057,77.83034701,72.25415995,103.4993084,77.67644832,79.05548221,95.53518126,66.418758,39.75469726,52.90035985,96.62754012,77.46589153,114.6645522,66.54565395,69.01763229,58.08059828,81.47998393,42.36189747,30.7726304,42.29836645,41.41840226,56.79222215,42.73411723,38.76226499,45.28069532,52.80674356,109.7914278,105.4422736,84.99828669,103.5430038,61.20595777,83.40433185,121.8122025,86.76114026,101.5253613,49.10715663,67.66425104,56.97038201,57.45404005,50.0923425,60.38970238,48.41704783,64.10359224,53.64449042,40.86996435,73.35171558,71.18445636,74.70173104,91.90875368,82.60177065,68.97179914,47.61373056,128.6154399,138.5653258,71.79134451,86.74446548,88.26756562,58.84373556,49.57188749,52.18208793,56.66366035,56.01365899
GT76,91.97095928,67.05224099,92.90826701,63.5517144,57.42119058,69.91422732,67.95560553,80.49184085,76.65027427,93.36699772,78.87042091,112.8614909,98.82705115,86.37634917,82.28601118,99.84864672,101.944271,100.7254242,67.81280311,60.92970792,51.59344621,62.08146361,59.07967547,56.03393689,58.18675216,58.83916087,62.13686487,54.44402841,58.93749394,55.59344066,55.95513434,62.5472612,68.1894585,57.81313996,55.28705742,61.01693282,38.2807258,47.88542909,39.46191707,52.02489873,34.65043869,35.13347804,49.10192327,40.70028612,43.00153839,64.43067226,59.78009766,62.82474986,67.92218415,61.48365224,61.35677032,65.60451543,62.0851862,65.57083177,50.00119854,58.5274904,51.14373706,49.10519114,61.28734264,62.00374238,56.91474853,56.44781075,52.78537444,47.94435227,91.47195113,63.79100354,67.38402687,72.93763471,71.99603819,92.17568906,79.74569785,88.10899047
GT30,37.21306404,42.12527911,35.03823647,50.88929245,57.7529675,51.60994976,43.45771449,46.46058332,45.36807647,27.22051559,39.24477943,47.21385682,31.42260273,37.47488854,43.50245126,36.92699913,32.70926667,33.71769728,55.47658018,47.5740069,44.34457344,40.29417602,42.40189316,43.09097425,35.75463024,35.27707961,37.17881036,52.64999425,52.35237203,56.42917828,53.9868613,48.07420967,52.56650838,51.07357704,51.30146671,64.10448896,118.2093776,124.1505349,133.4822524,110.9822097,122.998519,133.4780276,97.21287975,92.78743545,107.5003366,70.33619014,74.10949555,67.74173234,71.76757882,73.35703201,72.47437259,70.49745773,80.902697,70.62410438,79.34479923,65.64869687,62.34254654,78.14643269,76.58242308,55.12238435,59.75907558,78.52597442,62.15398614,49.86561021,95.85574807,93.43980324,56.2307535,87.86110847,100.5393223,53.50059477,108.7773083,53.42834474
GH18,59.76393806,55.07603559,64.99581517,61.61657142,58.20074061,55.13502145,57.72685053,49.9249638,60.21080977,46.49140124,55.72493581,49.7658058,47.10886167,61.57594907,51.64088678,42.88052544,54.49895104,61.88402455,79.47244356,80.92390383,82.07762167,65.82578724,87.39392654,62.01348561,82.48058145,67.09979912,72.12167677,53.61383648,64.22427005,60.16409238,64.8178474,57.11388076,64.63922486,55.41752433,62.5038691,57.94176607,49.49172177,49.44251407,42.34218519,66.95687729,46.29826897,43.22805072,53.63792929,59.04794782,59.53418962,57.41597809,59.68009619,66.05106438,62.83080209,51.82979818,65.03990197,54.53078002,61.89115326,68.10291924,54.17572947,80.19491348,74.50586986,87.51442528,71.91803013,60.26211771,86.3562979,66.74146204,87.85943343,45.02487636,97.20352278,76.11586218,69.13103531,87.85282193,81.29332092,77.87401019,91.13861572,79.76225722
GH5,69.00322514,63.03609777,57.71215054,48.85411846,54.54244239,52.82930646,63.12273847,67.48798337,66.85649979,91.09837397,85.03298886,108.0560024,91.79054448,73.31288563,89.37597378,91.66730064,101.4727146,83.67644982,103.3722207,93.42168864,66.54834404,71.75648631,54.47384968,79.0515835,70.21124371,103.9203027,82.34266392,75.3866574,86.10573295,71.76230662,77.88510261,68.00034008,73.73346035,81.10843519,79.60324817,59.05924965,51.48667435,43.44078093,46.44529676,55.97437627,43.54824651,49.83934485,54.74242509,51.98977822,59.15744464,40.84670662,36.60189265,37.46829157,38.16027452,40.61844295,39.10282928,32.26706964,46.73354219,37.21504806,71.38863612,62.97998303,63.03886855,57.76395781,61.73080258,64.00665082,70.90770491,68.93601378,51.79051399,31.55230631,40.68249498,35.21898123,53.52438817,34.71986386,36.99783457,55.62516024,35.11270664,54.16091991
GH13_13,34.88465844,48.95712125,57.05246218,25.44639757,24.24199123,40.38189033,34.50452747,60.23651349,37.46028191,82.51760624,71.87533795,52.3763091,60.25436979,87.42084254,74.91040512,62.82832326,69.51567795,61.54032038,83.16334681,72.93351927,93.59867632,77.98719628,98.98727449,88.91759951,86.518042,72.10066658,88.78117582,74.07498475,60.61305882,71.47604647,78.94723968,85.44363551,61.71484171,80.87622487,78.14908397,86.57551112,32.63937057,36.54626345,25.41842816,35.80356218,18.4060572,29.0678617,37.24367799,47.7711358,28.67931866,45.80822135,60.25590272,53.53849062,51.84543609,41.98203827,58.02402512,48.23646839,49.96337672,60.4744379,30.63688136,43.14222658,38.07665773,51.20404802,52.0892624,60.26549467,54.1070108,32.18833041,88.78835681,86.28845084,49.26789787,80.24280197,70.16014691,55.5476015,58.68279168,62.30839326,58.48981733,71.96338668
GH127,50.2859689,49.68606587,56.72577733,53.61694105,51.91157863,54.18319539,54.89428042,47.21625091,51.23053528,50.45095429,53.79616548,48.05265054,49.27775175,59.5371289,69.14772562,55.88867495,56.44870891,63.10990806,55.88585724,61.01287166,63.71720631,55.683407,58.79029239,53.49277613,54.59849443,59.22510014,49.35390491,60.81335843,57.76392603,58.67970466,64.11580072,65.53923653,58.53168745,65.34103529,52.18021254,53.65488619,113.7521438,88.19675268,90.49444055,146.8683506,61.56620655,84.98732632,97.96626029,82.70947211,115.0431098,48.70201113,51.978508,51.95627322,50.72601211,50.78407964,59.99100152,50.05492205,59.66274205,57.44530131,41.13785327,44.8091438,53.35294875,47.19861066,58.94839549,45.9590687,51.57506389,57.37161399,52.23833718,26.76627122,81.62928787,68.05675199,39.26625033,77.1064673,58.98865045,43.48801315,68.38369484,45.62160564
GH13_4,56.8863854,59.12026647,84.65384354,36.39003231,31.94037723,59.187241,46.11844659,90.1645719,54.96690701,72.32114561,63.97212158,45.21645969,51.83786217,72.27598353,63.24628904,51.35111927,66.4481879,57.84218129,51.21067956,60.33119551,84.52428427,82.61222985,88.10100645,82.70747545,72.39895348,68.83254229,87.7301353,56.64009666,50.37074812,54.57749047,66.88718974,69.60767371,51.51327635,64.74451945,67.52061162,50.01321052,77.04481469,73.84700494,62.24222708,51.43885045,65.24191881,74.36576973,61.44799827,99.75471516,56.58541301,36.00201322,54.06783063,56.83921831,43.92602262,40.06350979,71.07491626,36.78704321,47.50409827,57.03834739,15.20027056,30.08628419,33.38837678,38.99314338,36.17101375,47.59553613,35.48501517,22.28579515,53.67132007,77.61204606,32.07875956,53.12050866,68.41986778,34.42570261,35.79335808,71.45102348,18.09006285,68.82604525
PL9,61.31422595,48.50597121,51.84189795,49.88532154,57.54014535,44.30528493,45.13750304,48.01348626,56.87746038,69.84016435,71.13870413,90.13064029,80.79921739,63.73796798,67.05942868,78.57909852,63.58324732,79.7576501,53.08066613,51.07197295,58.03448398,53.74024177,78.87032275,61.54333255,64.42546236,61.29324944,58.36378648,48.03049623,54.28803446,43.94297713,47.11370719,42.54268626,49.68412329,43.46421696,48.45994292,50.60795115,72.67907578,71.51679532,73.43191483,73.2713845,67.76313128,77.7901817,76.51802548,80.8085478,65.37899388,62.38832472,50.13880945,55.31369021,56.92649149,65.91543479,56.25412637,56.80669709,54.89947468,57.47868528,62.99349991,67.88986995,60.2268949,63.58970373,48.80387794,54.62309604,53.48637323,66.78697283,43.04319938,50.00615303,49.33734017,38.53120696,41.72033185,48.74361884,51.40996832,48.43275163,42.0512166,46.12959207
GH38,50.4545831,64.99098373,60.95765917,30.08821117,27.59119434,54.19622802,45.70858154,52.40439217,51.22189221,77.62854904,92.04100045,68.05149192,84.56016907,78.2963588,86.239334,75.32469255,65.66187571,79.12974163,60.17747796,68.35323809,67.15792904,64.63695175,61.84880235,71.22578047,64.67353105,62.35213187,73.62817707,65.76075951,68.30978278,67.63204081,71.92819078,70.78136242,64.79051511,78.49681384,67.36742392,59.11829117,55.58550765,45.83453211,45.02848723,52.89940135,40.26826622,43.75655603,40.22361974,72.56644404,45.97692372,52.03573426,47.58916377,43.85306042,49.63830806,48.15845104,45.76333334,49.49976881,42.99914577,46.87105457,26.24870949,32.49514759,44.62680289,36.83189344,44.47762639,42.28372969,46.9412722,31.04154056,47.04052362,53.24413624,79.04520081,74.75486213,49.84341469,67.20975483,52.25644851,52.66980335,50.94984177,54.71176287
GH13_31,44.32156696,60.39991797,76.63003468,21.7539068,19.93536079,41.25272087,47.91201882,84.41198467,40.47626619,87.93041352,85.59470776,63.24540062,77.72404445,88.48598768,87.29379227,67.45020002,77.85387299,67.06697365,66.32940856,79.79283404,92.46478958,81.47867848,104.1715198,96.36619701,92.10464353,84.07821868,104.3902343,59.0603106,61.24577568,66.1226295,64.61920844,74.93221013,60.42042881,64.31101938,63.35934952,61.32754283,32.63868341,41.82939057,17.81362074,39.9650159,24.612227,26.98212478,25.01046393,48.84276099,35.02022014,28.796198,47.19759534,44.31512111,33.62037992,27.24653709,53.14545199,37.60727645,37.52010154,62.11720736,15.88475517,27.30241842,34.08636078,36.97039598,32.00890268,43.35461195,30.83181371,20.94795911,52.42854405,47.39575062,44.73883476,47.39714303,39.34078143,29.87619982,30.04467586,45.71982803,23.06536039,52.29663346
GT94,71.48826447,76.70732685,65.92454531,80.99048083,71.33769445,76.78528511,76.57097167,62.99107963,72.86888961,41.97861365,47.34190157,36.41354621,34.4676351,41.15439253,43.13498725,46.02980799,46.08863175,43.38938124,53.82056975,44.08821198,46.58441753,44.30660373,49.80148036,60.28467768,44.13873203,45.31436823,52.28671682,48.32735275,43.4805432,42.24504019,44.02764031,46.99752451,43.07428097,45.9848143,54.25939458,46.26376652,80.77392766,76.7293675,54.50627022,70.5562878,72.17192608,66.53947358,80.63893261,95.54040924,54.5332866,61.67190301,58.99623106,69.82289124,68.37088829,65.30301555,64.04995662,65.65355341,77.58705749,61.74493978,40.81107913,52.49694891,42.92254968,46.02821455,40.89742473,44.87455316,44.49303518,43.61526038,44.29586427,53.69759347,50.71384571,68.55741475,52.88385627,49.4683343,40.01908165,53.58268655,30.46553841,52.60849321
GH20,38.52980594,38.00974118,32.77244014,45.03731626,48.07763214,42.75167417,40.40986279,41.4491546,52.7452802,54.5397821,56.18055159,57.94674773,58.41343603,57.9601302,61.11875172,62.04775091,59.41241949,51.68185554,65.13173092,42.21987512,64.13745271,50.74013877,67.49435039,48.24775896,48.45615885,38.39325784,49.52887764,48.25254829,38.09006692,51.15692,61.65098488,45.53112307,47.55431674,44.8914082,55.17894845,48.7894733,102.8547437,75.91466297,84.33329615,144.2111947,55.98843894,78.84664234,80.45494979,71.45823931,95.63950989,49.67324229,63.9337027,58.26570557,52.64924219,49.95486111,64.95494287,48.19196483,50.23264323,50.11723813,41.05343676,50.31279459,50.53281312,61.96859732,50.20146727,37.53346946,57.23464592,46.97370956,62.49816807,39.51764732,66.9972704,80.69085936,55.13225909,66.20808182,44.54293254,42.93021342,73.85229556,49.59599941
GH95,28.06451765,37.1329145,31.00754864,39.89905759,48.47486588,45.26685406,41.07125435,29.11067076,47.23662419,38.9577759,72.34597598,55.14076743,33.24301849,63.14172388,62.85384382,38.69915418,50.09462119,38.28103792,53.64833487,42.22352026,58.87825727,41.51801591,45.72232506,34.76349841,44.00490079,31.40275558,32.99932187,35.17106411,34.82538384,41.69108753,39.79625333,39.17506848,38.02998267,32.18883761,46.82534543,46.74316215,150.8186637,87.18747077,91.84112162,158.831728,60.35925136,89.97830653,126.8726441,86.26246201,120.8092874,44.42817558,59.50857641,54.10906687,52.33066943,42.26710946,53.0404575,41.74407447,54.47866075,50.61041657,35.30045466,56.55394773,61.36942745,55.03776897,66.80712453,63.88762184,52.08126759,56.12801936,68.81371627,35.05030604,98.94893612,50.16625266,41.51099869,103.9067193,70.11469638,32.31862362,79.35207802,38.73040368
GH26,48.02856048,58.09166571,72.54908406,42.8561658,48.82464716,50.08054335,51.44931623,55.8229556,48.90667573,65.12237675,55.12252272,80.31366882,69.96551876,79.95866919,68.45809338,64.69774303,90.7941221,68.52459541,47.98884328,49.1713022,65.54747171,60.85643878,67.83154379,60.36250011,68.94312169,70.1671443,71.73975418,48.55580152,47.28103548,49.21545215,56.40783016,53.79628639,50.68707465,50.39053128,62.62022966,45.37077244,52.85030964,40.81786488,42.14757928,79.41586187,40.73793092,41.33149736,48.03872962,50.80939781,61.88094942,37.53241644,47.44847564,47.45832896,45.61993027,37.56865107,51.32511282,34.87373736,39.89669611,51.27034695,37.8924924,50.54610721,64.29479721,51.21018136,44.1494278,54.91053206,46.80711989,38.92610713,53.55465168,29.84153133,47.4084432,44.96214351,56.27721647,44.9475396,44.82587758,64.18988662,39.45986742,67.83413689
GH97,19.34721305,27.54908227,27.55503361,31.62562913,41.18818164,32.08930657,22.89971523,29.64527986,35.47941936,38.71614647,61.17062883,59.27306981,42.680746,57.48659892,69.31641136,46.85362802,44.4494739,45.74109135,50.33026433,44.57735896,64.41418258,46.93394533,57.27730883,40.57975881,42.38593637,40.46335247,45.22264601,34.66484963,35.71319401,39.11377905,43.88860375,32.10832939,40.24671021,27.67996732,48.86297222,43.4184569,131.3455955,93.93635089,108.3197844,282.6391273,76.5144867,106.5287345,91.75506473,54.11950454,194.468605,33.49673892,60.91474449,47.58579801,39.86555964,37.20469935,48.67639416,37.73968288,37.32608,44.35710233,37.73792029,47.4956493,52.39448075,72.82379123,49.93398651,54.26035544,39.18570078,54.56477471,63.76909299,57.23695954,63.03454988,78.55487599,24.76354203,56.68370801,54.35933211,24.06978431,67.47598001,23.78976662
GH133,71.99081712,79.44613437,60.21388672,63.2311161,71.98365461,63.61599775,65.37307266,69.63395944,72.37431329,50.44870951,39.78420995,45.79664957,46.20665705,44.70944572,39.93505813,45.58265684,45.60927895,42.44946856,49.19921007,44.97896803,32.32240736,37.4047628,34.65177451,32.2536755,31.173328,37.40485037,34.02720474,44.88229503,68.9805635,46.7806857,45.2617017,42.36987846,55.52282074,53.511626,47.11964129,47.94185359,68.86609994,55.90299762,73.18206425,77.9389753,56.45788683,64.25207465,62.86187047,59.23701203,57.92829703,60.01703164,47.07429857,56.23118392,58.38927964,59.4916946,41.36751265,66.13042733,50.51964727,49.10600019,51.01114243,69.26273191,61.60802198,45.77586126,52.97654472,50.73769784,57.64131225,69.25411378,43.30473752,57.28498929,67.30671108,41.95436211,47.0665281,66.09197438,52.57461869,43.55519695,55.41927932,48.66611837
GH9,32.07580195,34.99858266,41.98083501,39.80955682,40.36848547,43.86262957,29.90000707,35.29531714,41.92835143,32.37226566,43.59970521,38.89296489,33.65586142,43.57368257,38.80675235,30.96267524,57.48898531,38.46906693,36.27093467,47.68169297,45.63168,44.5845984,62.2925206,48.97577504,74.10052024,54.83995414,59.47056163,42.41548307,36.77468098,39.62436812,39.17019147,44.12053151,48.82040021,38.89808738,32.21791898,36.3360511,125.5624042,88.12858561,96.07893678,133.7244462,62.93131083,80.04750427,110.0653978,102.1456212,97.19249025,39.22967622,54.66277611,58.46540516,55.4822824,40.64055432,57.10304714,42.22182506,51.05153899,53.72560148,40.08349386,64.08724694,56.36935193,46.34688167,71.35722888,53.66927102,55.17876365,48.21306161,66.9447725,56.21070542,83.55096955,48.31431712,45.24806862,76.33231695,44.26684174,44.62992728,68.58387498,59.93224648
