Family,Ju_E1_D_1,Ju_E1_D_2,Ju_E1_D_3,Ap_E1_D_3,Au_E1_D_1,Au_E1_D_3,Ap_E1_D_2,Ap_E1_D_1,Au_E1_D_2,Ap_E2_D_2,Au_E2_D_3,Au_E2_D_1,Ap_E2_D_1,Ju_E2_D_2,Ju_E2_D_1,Ap_E2_D_3,Au_E2_D_2,Ju_E2_D_3,Au_E3_D_3,Au_E3_D_1,Ap_E3_D_1,Ap_E3_D_2,Ju_E3_D_2,Au_E3_D_2,Ju_E3_D_1,Ap_E3_D_3,Ju_E3_D_3,Ju_E4_D_3,Au_E4_D_2,Au_E4_D_1,Ju_E4_D_1,Ap_E4_D_1,Au_E4_D_3,Ap_E4_D_2,Ju_E4_D_2,Ap_E4_D_3,Ju_E1_W_3,Au_E1_W_3,Ap_E1_W_3,Au_E1_W_2,Ap_E1_W_1,Ap_E1_W_2,Ju_E1_W_1,Ju_E1_W_2,Au_E1_W_1,Ap_E2_W_1,Au_E2_W_3,Au_E2_W_2,Au_E2_W_1,Ap_E2_W_3,Ju_E2_W_2,Ap_E2_W_2,Ju_E2_W_3,Ju_E2_W_1,Ju_E3_W_2,Ap_E3_W_2,Ap_E3_W_3,Au_E3_W_2,Ap_E3_W_1,Au_E3_W_1,Ju_E3_W_3,Ju_E3_W_1,Au_E3_W_3,Ap_E4_W_3,Ju_E4_W_1,Au_E4_W_1,Au_E4_W_2,Ju_E4_W_3,Au_E4_W_3,Ap_E4_W_1,Ju_E4_W_2,Ap_E4_W_2
GT41,1934.325927,1872.984496,1654.225687,2224.179492,2454.280824,2189.671678,1972.013849,2028.694525,2130.488301,2089.740474,1900.866035,2583.303235,2125.489161,1948.266793,1982.829033,2300.833846,2068.374171,1976.830853,1713.47092,1814.988324,1476.757786,1624.45043,1466.141074,1581.548265,1636.524531,1644.6891,1332.222143,1971.430021,2251.977731,2018.224953,1860.661048,1672.184878,1988.146262,1870.95707,1950.854781,2297.587248,2608.966244,2291.163192,2987.69119,2493.240976,2788.618512,2861.445604,2442.442011,2493.981137,2496.650372,2670.434931,2377.256798,2530.302032,2571.102335,2758.14379,2159.169538,2622.797667,2392.684813,2423.601346,3505.517149,3167.885482,2988.181092,2533.73267,2802.138829,2169.632501,2708.961017,3521.163137,2134.428569,2572.590051,2929.190628,1975.601971,1999.223734,2774.176202,2816.928519,2260.874055,3373.584327,2348.34563
GT4,2404.593368,2149.097602,2102.61103,2772.765755,2831.528136,2300.956846,2383.213565,2226.024049,2534.56389,1766.43386,1872.036991,2167.169451,1817.041056,1830.942079,1910.235903,1892.081913,1914.002649,1981.458965,1796.464435,1727.417053,1648.071465,1725.308393,1634.580172,1708.649731,1819.978735,1737.800938,1747.648589,1825.513544,1927.034683,1817.569563,1810.379939,1736.726544,1879.879943,1853.796139,1803.06285,1898.268531,2591.160202,2535.546697,2626.568117,2658.835519,2675.611238,2684.091584,2703.121091,2663.870771,2635.749763,2657.758738,2400.365547,2527.395609,2628.826148,2658.495069,2466.806683,2596.590947,2552.318624,2531.679145,2249.022886,2135.324551,2023.482191,1955.117643,2023.515074,1868.191746,2090.113256,2134.167149,1864.864091,1955.37761,2108.142386,2054.449061,2123.253949,2052.892412,2271.01752,2147.015475,2050.181748,2192.513439
GT2_Glycos_transf_2,2420.195675,2070.799612,2001.148804,2637.173864,2637.707285,2192.84187,2309.993943,2106.121588,2482.0184,1714.857277,1760.447977,2063.598653,1768.817907,1737.274045,1727.755041,1759.173524,1842.620587,1765.291707,1696.343,1588.080617,1596.773,1568.996378,1599.90656,1614.374674,1691.49716,1654.94911,1696.241073,1578.358417,1622.909704,1579.395835,1600.498023,1556.70267,1575.416363,1637.071519,1600.416104,1705.765367,2362.941388,2345.562163,2396.023622,2509.295725,2505.731153,2461.693626,2478.800514,2342.033539,2464.253628,2375.809449,2163.406745,2280.807823,2337.336655,2357.412041,2275.190164,2287.196409,2307.183513,2291.97466,1901.433027,1831.952208,1832.53758,1767.800303,1801.535294,1620.62875,1781.93186,1800.651143,1630.374726,1740.201849,2043.87683,1984.114804,1863.128189,1925.462143,2352.591297,1921.497537,2043.685511,1922.150884
CE1,1697.792081,1613.682342,1628.054176,1681.457161,1697.489891,1626.413997,1566.401384,1593.808309,1737.775431,1569.163613,1553.960916,1792.445773,1583.613635,1600.480131,1560.571161,1600.340615,1647.951619,1610.134175,1554.275793,1585.309907,1652.239867,1618.301691,1616.619275,1628.030978,1633.592378,1552.957518,1525.542105,1485.364316,1479.866824,1513.764717,1513.782925,1546.486517,1494.232019,1456.086443,1488.296754,1470.501836,1459.345643,1318.980855,1387.571532,1443.659344,1280.504423,1376.019154,1323.185229,1520.027483,1370.603641,1576.00094,1568.465412,1606.136483,1554.382502,1563.727528,1645.925574,1572.745077,1507.489139,1588.54068,1540.952802,1563.796241,1549.973319,1537.922483,1569.07966,1612.783871,1507.344622,1577.72336,1547.722619,1548.455572,1286.95342,1625.538587,1533.944678,1327.356607,1113.404663,1625.888232,1249.112726,1558.123331
CE10,1134.630499,1066.73184,1117.223081,1189.495341,1223.875307,1175.102643,1090.294326,1078.862682,1185.669777,1012.859008,1095.028142,1205.81561,1018.775454,1069.929373,1058.378379,1032.199665,1029.834561,1076.357163,1229.498934,1156.59019,1241.606337,1176.771561,1242.875255,1223.971029,1190.097204,1114.273139,1164.295544,1161.150842,1137.386309,1173.421742,1174.227798,1184.614293,1172.25782,1144.486527,1127.14526,1130.344539,853.974002,894.5328299,804.7467434,918.7257405,783.2121496,818.5542352,784.9460582,999.4611061,865.1388502,1123.987114,1176.71694,1173.651377,1122.294574,1085.83136,1144.137732,1114.837022,1065.108422,1109.185356,1123.124316,1167.515425,1159.671931,1193.70632,1139.686957,1202.310066,1156.415928,1169.418549,1222.156645,1299.999809,955.6702253,1287.506328,1150.208286,1018.498395,832.6440964,1190.29026,982.8702842,1157.569901
AA7,1051.304051,940.3781966,1063.19021,1022.375249,979.3963758,1010.096625,1026.523109,965.1817764,1045.530451,942.2634097,1061.048497,852.7721376,988.2090172,909.0169056,978.0628291,988.3062841,943.2459353,1036.805875,1157.960187,1163.142903,1118.374902,1184.611107,1121.862257,1241.12285,1204.945083,1264.669675,1268.15732,1171.710044,1124.494301,1143.817112,1134.275446,1152.520262,1127.337147,1203.575111,1120.73639,951.4774001,453.3180843,480.7055697,432.6874636,467.3041142,441.1332524,395.4437715,463.0078544,424.1255434,423.8054194,817.3481908,873.1914014,842.1513195,788.6766709,820.5778752,791.7647002,867.1979868,771.0944092,796.3166711,797.6953756,781.9688943,756.9339715,765.9156226,735.6083438,886.3232011,744.4688016,717.9942302,799.3500767,641.0619507,670.7965758,604.0849688,818.7433786,709.5303059,614.147196,752.354724,614.3296828,819.9759729
CE9,744.2671221,790.7163459,814.1120319,790.0351796,848.1146492,838.6805897,777.5988399,782.0775907,790.5263406,837.7816531,897.0261291,777.0849173,813.3450437,871.2409534,892.4743189,858.175625,785.469193,870.7742638,888.8569673,896.8333911,873.9237589,913.7167461,841.6938003,891.1006947,845.6063074,888.9624075,807.8783695,990.7622579,1037.093362,1034.975674,990.1789601,972.2823089,1017.173345,1015.849908,955.098293,935.987148,484.7481223,470.0818177,483.6548671,529.1041838,391.4874924,483.5346313,446.675143,619.6322837,472.5955753,806.2253537,827.7553919,847.7539287,805.562742,800.6525892,776.9846843,796.6737543,790.6142787,787.986855,820.4370093,797.0682192,823.4860732,873.1154468,848.6872675,857.3279307,772.6855775,864.3108127,852.2147081,782.2584418,759.9145504,859.0262118,855.0728759,749.9116514,694.2398096,769.6127363,819.1789528,780.5434384
GH109,745.59991,766.6477018,766.0405583,795.3924993,812.2912112,769.224844,757.3379771,778.6559366,744.23671,740.0976665,779.5194007,782.9274318,782.7423425,787.8373082,749.5144992,766.6581522,832.6557935,780.9068344,770.7695169,796.6958151,762.9690331,772.0530114,739.5579882,798.714255,742.8681727,749.3189166,778.8257669,752.8443137,756.6710812,750.1119915,728.7623818,796.4290813,747.5887575,755.3893814,756.8933826,717.3373838,769.8192168,640.1999508,622.0162633,689.968292,567.4339336,656.3859079,706.4239769,887.8520849,612.9262441,761.7166526,767.7290781,801.9459627,782.8897277,727.5744455,759.3287805,755.9422876,763.9556252,745.2169792,673.4594422,649.3292675,683.1801964,643.0022665,679.0655051,644.9631085,634.5135695,694.5038481,676.8907672,546.7404243,739.3818197,581.5916746,689.178318,714.3880373,585.5336813,692.114584,709.930231,664.4838628
AA3,715.9853343,695.259022,648.4613176,698.1085316,727.2809935,687.3169641,660.8052279,680.9280603,709.541685,620.3100209,669.0553874,666.0882093,637.671834,659.2081128,629.6121538,634.1198476,609.3084373,649.4328751,778.8251058,769.4251287,816.8231871,815.7434384,830.7740664,809.5196538,851.9999861,838.0361485,839.4827324,797.1732223,774.5087294,798.196776,790.9666874,803.6472489,794.2104539,806.2459059,806.7372199,732.8155087,460.4754455,476.6680048,428.6734631,447.1604531,476.0091103,441.8505792,471.9465548,581.4857636,477.0894579,690.8449537,648.0818187,670.5791134,685.4769704,676.9575121,659.9626142,681.4722335,676.3163654,644.1415757,723.2076916,807.8497322,770.9133321,768.2542814,763.0266496,832.5127098,749.6664537,741.7256916,751.1215433,665.0237092,479.9695129,591.3146806,726.1105206,563.1411522,497.9464119,763.9182441,520.3113113,738.777078
GT83,646.2915566,541.5526703,518.1087465,610.8767156,635.6335398,543.7744259,571.8171571,564.5245025,651.8278593,594.3956081,576.4003899,727.4724166,659.2168191,563.8061013,576.5588706,648.4089915,606.5538431,646.4208419,544.4841059,557.9084516,519.5445682,571.741052,589.6168583,567.2612265,639.5287954,598.5411849,541.3443724,540.8263953,594.5616017,560.8770696,501.9850937,491.4379866,552.7533653,530.8827715,552.4948669,572.4371955,682.4425616,588.4024612,764.7469776,665.8765961,636.447206,724.2731449,554.5028911,611.049074,643.7853532,604.4702859,511.9362166,568.9567402,555.9763389,614.2067644,573.5277214,597.6758043,563.1639323,565.893998,820.0044407,734.3766696,738.9526312,683.5764307,690.5197427,604.1384915,667.727469,835.3933073,570.5416821,464.9873729,829.7042664,580.6467733,507.5941977,744.2546441,785.9827051,646.9124182,854.9407445,662.9255818
AA3_2,408.9796547,548.9022151,503.56249,383.166212,435.4952996,494.7486526,439.0148719,538.1865054,427.9064664,554.7816802,575.2782873,490.6963563,537.8900448,626.305697,598.6194724,540.377313,524.1134682,548.4951295,653.5199356,731.5267847,794.8749524,820.0589017,823.6021108,801.4334811,844.2230887,745.7981695,796.7881642,731.0684979,668.5562085,721.9522182,749.9423322,741.1187225,721.1764954,723.1391217,726.288011,680.4077263,257.4001689,250.4786289,215.3817494,188.976004,247.0217018,226.0828913,263.9336034,354.7515504,271.5599614,464.9069538,531.7904216,492.9713665,493.7727838,483.5578511,491.0725457,507.5493244,459.6277704,425.7699213,567.002521,632.707938,597.7250167,617.3894904,624.5912982,693.0585721,594.0167164,555.8995073,666.872401,618.5343311,409.0741148,519.3160899,667.5588556,466.0410071,375.2896049,578.6825797,444.5628124,584.4137209
AA1,576.9214795,551.0582022,518.5488174,558.494279,549.3602125,521.8401943,547.7360214,533.020235,533.1083623,626.0279241,586.0917412,547.8793127,620.895385,563.7208218,536.4025639,594.783819,590.2622215,583.4413437,569.5167279,615.6589804,514.2689415,532.9166484,522.8919305,546.5431585,552.547386,574.7477718,592.5138586,658.3293989,668.0980092,663.1857161,619.1551573,648.9817031,660.1514628,668.4931932,625.2238717,651.7068547,409.8654095,407.1852025,450.2478223,383.3885262,421.2353775,414.6818234,339.4648039,331.7905264,357.1176889,673.9665116,596.4988231,639.286498,629.5011584,709.5051539,607.5939724,704.6439845,651.0416498,668.6549018,413.2062523,416.7976781,381.5120286,405.0167731,403.1788886,481.9066056,416.650177,394.761404,392.2203322,370.1400374,545.2480634,431.9189439,471.6010698,557.9240648,556.9247844,432.1539218,539.2800252,481.5716387
GT51,396.5258846,496.8250752,488.541207,364.8508665,365.8551189,460.7785564,402.9673677,495.1390017,394.8414067,606.2340109,550.9139549,549.2461482,566.727651,611.7632107,612.553553,557.2534129,548.6301119,560.2687229,536.1837134,574.2247376,565.1064995,570.8060306,603.8102608,572.6986983,561.2220628,542.1697028,535.609236,577.2349793,599.7831516,588.8179285,590.7890227,562.6712178,589.2821738,589.9887439,571.0186907,596.1656731,353.6064458,361.1433598,410.0017775,452.1268285,340.0224063,381.2603225,371.6245814,351.6706789,385.8681261,437.3600966,474.8411418,446.9058244,436.3915859,439.4676438,443.2121077,453.808882,460.6127561,438.9506135,483.8885117,493.2478431,521.4185642,520.7036603,538.284255,535.9071842,506.857131,499.144925,581.9388633,540.1946444,635.1876441,549.9571124,528.9020455,599.7729544,638.9151113,501.7192844,661.4791051,501.9175121
GH74,425.8395325,510.5921426,429.8125059,446.7583244,477.976605,445.4037133,460.9250019,484.7957715,390.4720155,585.3232387,538.6473756,530.5727333,600.4413078,502.2385546,489.4615528,650.3082248,530.2270879,537.7022419,465.8022148,504.9810058,384.4693741,424.6934612,407.271385,407.5802991,450.1413901,482.0582422,376.5634685,572.5043665,707.0574245,583.9851042,537.8107737,528.0943612,650.3963477,537.6201187,567.2932757,651.6937142,471.3646086,303.0700146,463.9666675,415.586865,296.9778734,374.0304524,298.6589912,357.2539386,412.5474363,495.485966,452.0021529,495.2553064,472.5805843,513.9737161,420.6703972,522.1884003,449.9378422,464.0556776,597.7418614,573.2004892,602.1010887,524.2250122,530.2260405,555.4728994,551.3937813,626.659526,430.5667538,460.5777505,753.5609024,397.4526004,462.801148,697.036251,489.9372666,474.1218641,872.3722032,522.4430634
CE4,574.0117234,503.4327182,511.3505599,581.5760473,605.2892072,531.7510135,520.9811702,491.3643582,586.5303378,466.3207756,445.3640197,487.1655092,465.3917884,443.4626662,464.2763986,474.57804,425.8313439,481.7236413,453.0532141,459.7797821,417.9439018,453.00989,435.4465165,440.5193235,472.0766346,485.5429935,438.783697,412.0678286,472.5435857,443.2118292,426.5987444,409.8320393,434.0310752,432.0049247,418.5497378,443.3407807,480.6453012,423.5160507,486.0002803,530.3518354,473.610014,469.8701975,402.7877515,423.2361275,467.3398806,550.8095435,476.4087386,513.5365145,520.0885054,554.0085,494.8162075,551.851801,513.2356592,536.4201293,624.9661215,571.3979864,573.1030828,585.354199,543.2553241,457.5699583,520.1897182,603.7933645,458.5067076,337.5317899,513.1337298,432.0359212,397.8113916,473.4052269,574.2679286,437.4769804,551.2653666,428.184474
GH15,551.3355824,549.1799681,556.6474612,494.3982058,459.7602559,507.1618825,546.8196651,584.2993368,542.8350615,490.9144921,542.5663455,460.2832981,544.897827,498.3028774,516.5487545,500.2876118,477.8308074,524.8897542,725.7721263,714.7173456,659.576904,718.8815423,710.6214609,757.9264567,718.1856943,784.4420737,829.6953105,672.6920625,697.0153039,692.2360194,637.2158562,662.7606533,660.7578227,712.8050566,640.4729159,465.9677777,151.4397073,182.2130108,137.0571723,214.8567135,179.8947515,156.05382,188.4830089,184.9763613,212.2112939,354.0077981,329.9111751,311.6001052,350.7034456,358.0831778,315.3031241,387.7832668,327.3628621,331.3208494,337.2883635,332.219769,327.8102872,388.2329088,329.1227775,463.1808339,329.602625,284.408982,381.3056761,274.2269913,221.6014401,283.8001848,393.4435607,226.8193909,202.9701979,285.9566663,227.2577148,290.7726391
GH23,381.6702466,445.2667958,413.6965946,363.0913323,390.2453235,384.8610528,404.7761545,440.2124485,376.9495817,467.7108521,503.3243023,568.4257901,497.4698757,471.0636298,478.5442428,474.1197959,468.9996059,458.869258,449.2538268,426.8621195,407.2947435,458.796616,458.5548367,452.4218936,487.6701602,456.2602078,431.3128049,457.8402211,467.696068,470.7619738,472.752328,446.9575486,460.594637,470.2987253,456.3179425,451.1846956,488.130759,470.4470722,553.8570225,437.7544021,490.2246906,495.5283851,429.2556337,439.1953614,458.4056534,390.4722371,399.2221753,392.272518,398.4399688,421.6880999,375.8797222,407.140295,383.8923263,394.3129087,463.3983375,414.2475203,418.1955033,453.4161222,424.2793816,445.4922155,431.5209316,420.8745957,422.7112063,379.0675333,500.7785232,463.2402089,451.9964493,489.812379,585.0063292,440.5788919,543.275146,401.0242112
GT35,289.4725843,334.9133286,338.708926,264.8929139,279.4128022,309.1162932,309.6822677,341.6052652,286.1913893,339.6691673,305.5309868,303.91764,316.3309703,324.7882465,300.2834135,294.4996113,296.2197675,283.2574059,350.4717141,384.1363233,404.7682341,394.36487,432.7082716,401.8789793,414.1705157,406.5684931,399.1064771,423.9730835,383.9825054,469.569528,432.8349864,451.9071544,405.2055618,412.6427209,428.9321794,485.1461423,610.8734162,556.2888209,707.7159745,534.7293124,629.5325882,690.2240266,536.6461102,581.1726758,537.1899044,408.4334953,423.1296136,418.6957565,428.4738836,401.0493188,396.2639923,408.7823226,425.7184568,412.9437224,549.8338282,518.0041518,587.7753456,527.1322886,555.3733298,502.8565791,506.459255,558.457204,559.1482345,486.7711122,607.091345,427.6735777,533.5085192,605.8161774,629.2050642,494.8171048,648.8217899,507.9965959
GH13_11,376.1802385,471.5339263,494.3081077,299.2299089,296.3468853,415.691605,365.4718303,489.1789684,358.5440327,468.6828749,442.2836712,422.5928383,406.4995628,481.0860079,433.8586197,415.1884487,439.6665502,382.6758859,421.2380341,469.161052,525.1058564,489.5408933,545.4311814,516.4899241,513.9296419,529.2777996,518.7618896,475.0729706,445.3470581,475.8290711,472.8435275,484.8636521,438.7664873,476.6803849,480.4284257,457.4270578,343.1310117,344.7244334,361.7661589,285.2320597,418.0854096,379.9011894,389.2174049,374.4987214,324.8804864,437.8834557,453.4181637,456.6818199,450.7598934,421.5078306,418.67627,446.938091,438.3747906,439.5856415,381.6590767,418.8452129,454.1263791,427.4232335,439.4055988,476.9956931,422.9194756,413.1807508,480.354185,435.924177,364.3824809,399.8699518,519.6944258,394.1465192,347.8841148,403.7323443,330.7496875,431.7423133
CE7,425.6681712,414.0647306,420.774828,447.3301738,431.504078,409.4183344,412.6969256,420.2637264,429.2217814,444.680708,460.702079,504.0656048,451.9540224,442.3979458,450.3401772,434.0920372,400.5325346,454.5656369,451.743598,439.5203434,416.8335892,450.4602685,437.9532767,447.6866713,451.2828137,462.02834,449.4605149,444.5452778,476.5882168,462.374305,448.561466,440.4662999,466.0001544,463.0492636,453.8359056,472.0236328,322.4106568,334.3967359,315.6724014,366.6078153,309.2829161,306.0469404,305.1718378,357.9682576,345.1336476,449.7955102,432.4269722,448.3386234,443.6426948,439.8424188,440.6587219,456.5080764,417.1482889,432.5980189,490.9406519,483.3796739,478.4266267,441.1157398,445.3262275,463.682761,444.2108617,497.4393435,431.6038786,402.7036717,409.617216,383.408646,442.0621035,422.0674449,379.1295235,406.629251,441.7395529,412.9054738
GH3,267.3017142,289.8850346,319.61984,259.4607821,273.3041687,305.7003315,275.0951708,319.0789102,286.8218483,351.864084,396.6920266,380.0731954,331.6723747,400.8381355,412.6150978,361.6429582,361.969184,366.3780652,443.2750304,399.2255055,483.1423464,437.9414907,497.1766699,445.9308962,486.6074237,465.1942944,494.8446984,390.1661027,373.6636555,386.3520547,422.308388,401.1329993,394.0259141,388.8767392,396.1776182,369.4803475,439.9676403,419.8785869,390.2761271,520.9419191,332.1413256,393.1257509,429.4157427,370.9670232,432.5431548,306.8277089,362.0493596,348.8295143,321.5690654,315.6992949,369.5135649,314.1043445,341.3453907,363.8680503,341.8211414,358.3833616,372.2291116,423.3349325,384.7898557,370.2089376,381.9308647,353.7578032,425.4416183,376.1978489,463.2377691,442.5078621,339.2846585,446.1177261,382.0839499,384.0567423,440.3390629,391.9029613
GH13_16,572.1520178,626.8232007,619.0091201,471.5160811,462.4549024,579.7441297,542.7251784,583.155966,524.1887172,484.4940453,457.6079103,440.0712322,452.4124098,473.2857538,451.5896539,471.9182961,421.5529644,433.6694242,354.9424438,391.3439462,405.1044869,391.45113,415.6650516,390.5632041,392.142754,384.9982606,439.4975486,376.7807193,364.4861259,371.6329421,382.8323436,391.2263293,361.3975357,386.7450414,382.0952317,364.2939515,243.4792049,263.2117357,226.664608,228.5396354,277.4652188,239.531863,267.717333,299.2075593,251.5131928,400.4495176,427.7150427,457.3605885,407.9766968,394.9470469,440.5346522,417.9858012,403.797399,431.1119889,194.1826561,221.236494,245.7328171,223.2801887,259.1266149,293.7896591,226.6979858,200.2401909,303.0269603,292.582363,221.5488461,285.2655403,339.059332,237.8863025,207.828173,263.7431535,166.6823475,297.4188704
CE14,576.9374243,465.36013,494.7910349,583.3164783,570.7525946,496.6693367,486.0171187,490.3644512,585.7656522,328.4295757,322.9458137,290.020557,296.9125909,317.5664912,324.0246256,292.0783865,312.4015778,312.4380611,306.9249992,322.7728008,333.2106153,308.4451469,326.0485615,330.9934695,306.587453,334.7719563,331.4030794,308.7223318,303.8640219,307.8594501,302.7399211,334.715286,316.4930027,332.9505545,301.3551305,331.4234628,361.5125496,340.5417986,297.0858744,384.0834932,309.058146,271.7524778,288.9014741,380.8906939,350.7937905,466.2186139,484.3548056,502.5202137,473.2355507,460.9438051,507.2662094,441.7230844,445.5722921,478.310354,272.3779187,281.7214406,277.6777197,275.3032556,278.3889995,321.3350033,280.2313728,279.7448453,298.9879009,325.5019186,366.43877,443.1898255,329.3566248,353.8984466,374.7048212,477.6030684,343.5971914,477.7299574
GH94,182.9074074,146.4069486,139.2646356,256.6315251,279.6391973,199.713685,199.7947902,145.6107527,218.0778141,145.6560549,183.5206737,123.0015141,155.089306,124.6449291,155.7186305,139.4544586,116.1623024,149.0107878,238.9168062,237.066014,196.8577779,206.7975518,187.2473521,173.5017045,171.02525,215.3387593,153.0572921,320.0812923,340.3470497,316.2998104,311.8003166,315.7224987,342.7203867,326.9603096,320.0814049,470.0697579,679.2358277,583.900074,744.3931584,665.8379317,546.2712513,660.0777918,603.0071387,545.9254103,504.7432862,506.2805878,461.6938916,478.9894493,481.2052627,493.5708167,476.6846195,508.6765931,523.7200112,507.8260492,433.6841605,385.2807339,423.1658088,410.6553871,405.9300354,328.4974464,379.7111943,455.822771,365.1647074,302.1827104,950.2980848,540.5478227,399.2925485,879.8011499,867.497604,455.2894012,949.2138619,479.8696588
PL22,287.1779784,312.9372602,306.9001201,283.7913145,310.9132329,303.2344832,301.0874203,330.5709423,306.7113968,474.8706243,415.5093919,426.0544353,473.4908784,394.9141028,414.4943618,491.1006641,394.4072126,446.2908373,351.430826,397.7990342,307.3303702,303.8776581,248.0058265,296.4423752,292.618086,325.9690777,238.3942044,469.1598883,569.2374133,487.917943,435.2922086,414.0407606,515.0836314,468.0226768,476.5267174,497.1356266,212.1270598,165.1899971,237.6859881,243.5955247,179.9045847,221.3783885,164.4929172,196.9677226,218.6191644,429.0883364,335.1893647,379.1554514,355.0505012,421.6825879,302.236715,404.9894617,335.9952345,350.0630588,403.4271882,406.8672008,408.9242086,347.6582041,363.339606,361.6140785,366.8336776,440.9471129,310.7548724,244.0784449,455.3716813,338.859623,348.0444669,461.9411177,318.8223481,347.9754352,466.4373533,381.1773048
GH2,234.0551292,292.556953,321.9648341,185.5670411,173.3044203,248.5890546,230.2389708,297.8746402,235.6681202,447.5797288,442.151024,442.4329232,445.423018,452.956683,461.6883381,487.274574,507.2781154,459.3588348,363.9130456,365.1235084,450.6625393,400.2858473,435.3444804,404.3054882,429.7141845,384.761284,414.8426512,310.6741845,275.4247829,315.5942951,324.6677307,339.2301625,296.9997193,308.063623,325.4129818,313.4985359,625.226415,449.0107684,458.9754027,784.9846701,339.0736105,454.9800822,479.9519209,466.6255023,595.5451384,241.2276502,297.0483052,285.5145258,265.2351075,250.8763568,274.9706199,254.0942812,265.5760027,262.3289973,193.6987235,277.1717621,257.5923245,336.5814984,308.1842392,305.0391968,274.0810591,219.1728579,328.0697631,338.9701872,463.8620046,396.7018763,334.8307662,418.5000035,329.4427712,308.2452759,371.7390959,371.0089149
GH1,268.8257278,339.0498581,367.848554,207.7431238,192.1494798,273.183107,284.7439255,382.15012,264.1383752,414.8810399,426.5738234,407.0136194,400.3877739,509.0343055,462.0018843,407.5946645,461.6233855,451.6364204,335.9305343,328.74536,371.210631,360.4085454,432.4397105,344.2988442,373.9794085,335.1444772,416.311348,284.9992378,241.6597513,280.1455286,289.115268,289.8106561,256.9242025,280.5564224,298.5822237,301.0584732,233.3643323,257.2011686,196.432412,319.9558803,167.2291305,194.8449403,236.9861037,220.7667063,249.8811291,243.2418288,265.7560114,258.5814774,226.2503942,241.5187947,289.2807776,248.831538,238.0570423,292.488573,178.5170484,225.5097215,224.9915875,265.7808785,266.9552758,283.4603263,251.5178594,200.9647242,320.291369,380.23298,297.8304196,301.6994249,301.6444539,290.1641386,263.389714,263.3662271,275.2967691,271.6956807
GT2_Glyco_tranf_2_3,450.1911155,367.8737176,371.4257122,432.0759394,423.9396071,385.8155095,395.5170569,390.6225741,434.3454638,311.0476104,299.8857686,310.9090642,306.2737273,317.2316817,311.7808424,292.7768024,350.3177172,312.612537,271.7880949,241.9821728,268.9872367,259.5555345,264.9150485,273.2649668,284.9022206,277.0055789,294.877844,221.271724,222.3119176,224.1410343,232.8695393,225.7083006,212.1547821,222.3830333,228.3282835,234.6020739,299.5956073,347.5834457,288.1541539,296.9264807,327.8507191,298.175953,331.5127561,360.1583118,324.0379284,339.3882044,362.808865,361.115165,344.0413135,331.8450242,365.3637987,345.6182132,326.3576983,335.841144,251.4987579,267.2544344,267.0369713,261.5636653,255.3994285,249.3809136,266.3589181,243.1085473,278.1797601,272.9273621,225.6119299,320.1403506,293.5523364,243.4950435,259.9909421,307.3148166,207.404691,300.6505121
GT20,315.4333992,333.563096,357.2766363,294.8807441,290.7707173,324.845215,314.916637,351.9291697,293.729217,392.7527313,365.0694053,363.1499799,354.011549,366.2701938,334.7293637,362.4937835,367.0856658,365.4523901,303.6110417,304.8739734,305.4326392,303.2542318,318.5381022,302.6041394,279.8904842,304.2909027,320.7114883,328.6391848,325.3449507,324.0235452,331.7376842,343.2621367,336.5110835,337.3673756,325.2271789,323.595913,200.542567,210.7063497,192.413352,221.3283394,206.2329076,179.2371586,213.5598855,223.7483211,219.984954,286.782594,308.5949562,300.721892,290.5329725,287.2109851,295.078312,300.8501426,281.037376,282.2327914,201.4621854,192.8793003,210.7677698,227.4137443,229.3009317,265.7109656,203.7196995,186.1533809,260.0819122,248.6210131,256.0549325,275.4911355,297.8154472,250.761635,281.08248,250.7881318,258.2572861,253.3076165
GH13_9,265.4935636,297.2072648,302.5286848,241.474545,242.9601882,281.0572346,249.5569805,312.3472123,258.8801339,288.1830608,263.4089407,276.7441535,279.9790244,277.2497088,267.7557096,277.203364,255.1229101,255.6001036,246.9045255,271.9083586,293.0475937,267.2089171,301.5345812,271.6689371,275.1046488,266.070593,278.4120548,284.2093195,271.8096101,290.0029177,270.1402584,319.4627547,278.5365951,287.6775095,273.6135653,314.3278888,215.1571417,232.5785068,226.5604579,227.4737667,262.1034725,248.3346169,237.6201483,293.0227517,233.7434401,273.9511304,293.3094633,292.1316058,280.9037505,265.7641175,289.4934347,270.4719644,282.7614343,283.2269099,233.57557,254.8701179,271.7457563,243.9590181,307.1688289,292.7269348,269.1647022,244.4195299,309.5212133,292.9683128,299.609543,268.3778255,313.9606091,328.9503178,315.2141849,317.0344243,275.2116688,315.017629
