Taxon,ApE1D1,ApE1D2,ApE1D3,ApE2D1,ApE2D2,ApE2D3,ApE3D1,ApE3D2,ApE3D3,ApE4D1,ApE4D2,ApE4D3,JuE1D1,JuE1D2,JuE1D3,JuE2D1,JuE2D2,JuE2D3,JuE3D1,JuE3D2,JuE3D3,JuE4D1,JuE4D2,JuE4D3,ApE1W1,ApE1W2,ApE1W3,ApE2W1,ApE2W2,ApE2W3,ApE3W1,ApE3W2,ApE3W3,ApE4W1,ApE4W2,ApE4W3,JuE1W1,JuE1W2,JuE1W3,JuE2W1,JuE2W2,JuE2W3,JuE3W1,JuE3W2,JuE3W3,JuE4W1,JuE4W2,JuE4W3,AuE1D1,AuE1D2,AuE1D3,AuE2D1,AuE2D2,AuE2D3,AuE3D1,AuE3D2,AuE3D3,AuE4D1,AuE4D2,AuE4D3,AuE1W1,AuE1W2,AuE1W3,AuE2W1,AuE2W2,AuE2W3,AuE3W1,AuE3W2,AuE3W3,AuE4W1,AuE4W2,AuE4W3
53,2.26635E-08,5.56516E-08,0,0,0,5.09995E-08,0,0,0,5.34991E-08,2.39096E-08,0,1.69425E-08,3.47205E-08,4.13061E-08,0,0,0,0,2.71561E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17608E-08,0,0,0,1.51789E-08,0,0,0,0,0,0,0,0,3.25564E-08,0,2.32163E-08,0,0,0,4.20081E-08,0,0,0,0,0,0,0,0,0,0,0,2.93873E-08,4.31632E-08,0,2.39596E-08,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16574E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,1.82695E-08,0,3.61819E-08,1.99897E-07,3.96663E-08,2.49549E-08,0,0,5.29588E-08,7.43854E-08,3.73855E-07,2.76996E-08,2.27963E-08,3.31803E-08,3.87724E-08,0,8.84342E-08,2.4777E-08,5.37636E-08,0,0,4.17059E-08,1.07458E-07,0,0,0,0,0,0,0,6.02959E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52795E-08,0,0,0,0,5.90961E-08,3.28179E-08,6.00255E-08,0,3.34857E-08,0,1.04157E-07,9.10747E-08,1.37762E-07,3.66735E-08,0,0,0,0,0,0,0,0,2.76239E-08,1.69319E-07,1.98437E-08
56,0,4.20622E-08,0,1.94443E-07,5.22311E-08,3.59536E-07,4.6395E-08,4.73008E-08,5.31506E-08,2.77822E-07,0,0,0,4.09012E-08,2.07284E-07,2.0656E-08,5.34941E-08,1.72208E-07,2.26852E-07,3.30766E-07,1.7482E-07,8.80536E-08,3.16563E-08,0,0,0,0,0,0,0,1.06865E-07,1.85094E-07,0,0,0,0,0,0,0,0,0,0,5.80791E-08,0,2.92772E-08,0,0,0,0,8.91773E-08,0,2.36596E-07,6.72838E-08,3.54182E-07,4.87696E-08,9.74344E-08,1.94301E-07,6.68627E-08,1.52084E-07,1.20079E-07,0,0,5.9535E-08,0,0,3.53136E-08,0,0,0,0,0,0
57,6.58523E-07,5.75973E-07,4.08562E-07,1.63915E-06,1.84635E-06,1.45887E-06,2.70806E-06,2.37481E-06,7.25464E-06,2.95991E-06,3.00133E-06,2.05302E-06,7.73759E-07,6.60856E-07,9.72447E-07,1.88263E-06,1.04842E-06,2.82637E-06,4.3358E-06,1.92928E-06,3.60582E-06,2.32688E-06,3.00463E-06,2.25269E-06,1.02521E-06,7.72986E-07,6.60065E-07,1.60763E-06,1.49228E-06,1.61548E-06,1.52347E-06,1.3589E-06,1.89207E-06,2.32781E-06,2.38456E-06,1.99026E-06,1.03524E-06,2.11195E-06,1.15336E-06,1.19256E-06,1.26603E-06,1.38321E-06,1.83106E-06,1.32803E-06,1.35706E-06,2.78852E-06,2.64286E-06,3.47644E-06,2.49631E-07,5.94239E-07,7.86792E-07,1.76307E-06,8.22328E-07,1.47272E-06,2.38543E-06,2.24232E-06,2.61949E-06,2.71833E-06,2.38286E-06,2.45844E-06,7.68943E-07,1.24177E-06,1.36506E-06,2.22568E-06,1.57259E-06,1.64337E-06,1.74905E-06,1.0606E-06,1.64531E-06,2.19362E-06,3.42854E-06,2.33406E-06
58,0,0,0,0,2.81562E-08,0,0,0,0,0,0,7.1699E-08,0,0,0,0,0,0,0,0,0,3.0442E-08,0,4.44481E-08,4.36541E-08,0,0,2.90351E-08,1.75056E-08,0,4.29456E-08,1.38418E-07,4.05945E-08,0,3.77739E-08,0,0,0,0,0,0,0,2.02626E-07,3.4031E-08,2.05577E-07,0,3.93382E-08,0,0,0,0,0,0,4.38113E-08,0,0,2.62129E-08,8.12344E-08,0,9.94833E-08,0,7.31619E-08,0,0,0,1.85181E-08,8.19318E-08,1.72833E-07,0,0,8.23936E-08,5.99565E-08
59,4.15144E-08,1.01421E-07,0,0,0,0,0,2.02311E-08,8.69926E-08,6.31677E-08,5.64612E-08,0,0,0,0,0,0,0,2.95533E-08,0,0,2.86081E-08,7.73514E-08,0,0,0,0,0,0,0,0,2.39731E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.65647E-07,0,0,0,0,0,0,0,1.15936E-07,0,0,2.54169E-08,0,0,0,0,0,0,0,0,0,0,2.73573E-08,0,2.6782E-08,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09486E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20807E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,1.73286E-07,0,0,0,0,0,0,0,0,0,6.22379E-08,0,0,0,0,0,0,0,0,0,0,6.18229E-08,0,0,0,0,2.20452E-08,2.65826E-08,7.53563E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47351E-08,0,2.21494E-08,0,2.81201E-08,0,0,0,0,0,0
62,8.97383E-08,0,2.0871E-08,0,0,0,0,0,0,0,0,0,1.32958E-07,0,0,0,0,0,0,0,0,0,0,0,2.06073E-08,9.44724E-09,0,1.59059E-07,8.44388E-08,9.57468E-08,4.54968E-08,7.88025E-08,0,0,0,0,0,8.73345E-08,0,1.3051E-07,1.13753E-07,1.3767E-07,0,0,1.55276E-07,0,0,0,4.20644E-08,7.30655E-08,2.99898E-08,0,0,0,0,0,0,0,0,0,7.3873E-08,4.70566E-07,4.33673E-08,8.44283E-08,1.31696E-07,2.67968E-08,0,0,9.01177E-08,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,2.32027E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.81046E-08,0,4.22964E-08,1.04424E-08,0,0,0,0,0,0,0,0,3.80895E-08,0,7.21063E-08,0,3.91456E-08,3.39926E-08,0,0,0,3.86672E-07,1.46033E-07,4.24256E-07,0,0,0,0,0,0,0,0,0,0,0,0,1.01335E-08,0,3.29009E-08,1.85437E-08,3.68229E-08,3.31695E-08,0,0,0,0,0,3.69657E-07
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02671E-08,1.38451E-08,0,0,0,0,0,0,0,0,0,0,1.09294E-07,5.7048E-08,4.18847E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34114E-07,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04299E-08,0,7.85307E-09,0,0,0,0,0,0,0,0,0,4.50512E-08,1.07778E-08,7.12176E-08,0,1.28236E-08,6.45142E-08,0,0,0,0,3.94413E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37898E-07,2.61047E-08,8.14485E-09,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,1.20321E-07,0,0,0,0,0,0,0,4.54923E-08,0,0,0,0,0,0,1.78429E-08,3.48256E-08,2.56332E-08,8.07388E-09,9.49296E-08,1.30649E-07,5.00841E-08,0,0,4.463E-07,1.63858E-08,0,0,5.57947E-08,0,8.44279E-08,0,0,4.79242E-08,3.04515E-07,5.93869E-07,3.8194E-07,0,0,0,0,0,0,0,0,0,0,0,0,2.86417E-08,2.20776E-08,7.44187E-09,5.80103E-08,8.32899E-09,1.80772E-08,0,4.4995E-08,0,4.06229E-07,2.9563E-07,5.36915E-07
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15495E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45423E-07,6.93866E-08,1.29894E-07,0,7.26894E-08,0,0,0,0,0,0,0
68,0,0,0,6.92167E-08,5.46464E-08,8.8721E-08,1.22471E-07,1.14536E-07,1.90714E-08,1.69674E-07,3.59828E-07,1.97027E-07,0,0,0,8.39687E-08,2.79839E-08,2.44022E-08,7.47082E-08,0,0,2.40868E-07,1.60049E-07,1.38483E-07,0,0,0,2.98855E-08,2.40244E-08,0,4.4831E-08,7.88025E-08,2.27088E-08,1.36793E-08,0,4.46497E-08,0,0,0,0,0,0,7.41803E-08,5.68328E-08,1.58023E-08,0,0,3.96185E-08,0,0,0,5.38509E-08,2.44678E-08,4.25151E-08,1.80259E-07,4.11629E-08,1.22924E-07,1.56571E-07,5.20422E-07,1.96274E-07,0,0,0,0,0,0,2.21337E-07,1.89126E-08,0,5.82529E-08,5.37648E-07,1.01764E-07
69,0,0,0,0,0,0,0,9.66433E-08,1.0702E-07,0,0,0,0,0,0,3.40305E-08,3.40236E-08,0,3.52938E-08,0,0,3.41651E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28024E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26713E-08,0,0,0,0,0
70,0,0,0,0,0,0,0,0,9.7227E-08,5.14011E-08,9.18879E-08,0,0,0,0,0,0,0,9.61929E-08,0,0,2.7935E-07,5.15191E-08,4.66269E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05467E-08,9.90036E-08,9.77116E-08,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59869E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75914E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79053E-08,0,0,1.46413E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15719E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32465E-08,0,0,2.12575E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,5.36932E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87114E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1.97424E-08,1.60771E-07,4.01001E-07,4.7721E-08,0,0,0,1.81533E-08,0,0,0,0,2.03063E-07,4.01214E-08,1.104E-07,2.55688E-08,0,2.22917E-08,0,0,0,0,0,0,0,0,0,3.2174E-08,1.16389E-07,1.36793E-07,0,0,0,0,0,0,0,0,0,4.56049E-08,6.98528E-08,5.61244E-08,0,0,0,0,0,0,2.44908E-07,2.27526E-07,1.04764E-07,2.45967E-08,8.94066E-08,0,0,0,0,2.7869E-08,0,0,0,0,0,8.6048E-08,5.28728E-08,1.74986E-07,0,0,0,0,0,0
75,0,0,0,0,0,0,0,7.36943E-08,3.26427E-07,2.30097E-07,1.02834E-07,0,0,0,0,0,0,0,1.07652E-07,0,1.95674E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.984E-08,9.25843E-08,8.97319E-08,1.13136E-07,0,0,0,0,0,0,0,0,9.96526E-08,0,0,0,0,0
76,0,0,0,0,2.45618E-08,0,7.88468E-08,7.14543E-08,2.63754E-08,5.57757E-08,1.24635E-07,0,0,0,0,0,0,0,7.82847E-08,2.83117E-08,9.48635E-08,7.57811E-08,8.38555E-08,7.58928E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42013E-08,2.24426E-08,6.52534E-08,2.46818E-07,1.07429E-07,0,0,0,0,0,0,0,4.83118E-08,0,0,0,0,0
77,0,4.82577E-08,0,1.6109E-07,3.27491E-08,1.03952E-07,5.86205E-08,1.13744E-07,2.93818E-07,1.21141E-07,1.84209E-07,1.47133E-07,2.88442E-08,1.55026E-07,4.90667E-08,3.55561E-07,5.82203E-08,4.53183E-08,3.80554E-07,2.85346E-07,1.90197E-07,1.48375E-07,3.91844E-07,1.88195E-07,0,0,0,1.09048E-07,1.31294E-07,1.19509E-07,0,2.08352E-08,0,0,0,0,0,0,1.02072E-08,9.59934E-08,1.51019E-08,4.37047E-08,0,2.01335E-08,5.93209E-08,9.66215E-08,0,0,1.39859E-08,1.33714E-07,1.79482E-07,3.22723E-08,1.51149E-07,2.55842E-07,3.96014E-07,1.03294E-07,6.99451E-07,1.12397E-07,2.95654E-07,4.02931E-07,1.94154E-08,1.66962E-08,0,6.03059E-08,2.59644E-08,4.07259E-08,4.7553E-08,8.00072E-08,0,0,0,2.15882E-08
78,0,0,0,0,0,0,7.75069E-08,0,3.88908E-08,2.05605E-08,0,0,0,0,0,0,0,0,1.92386E-08,2.08729E-08,1.74846E-08,3.72466E-08,2.06076E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65459E-08,4.81084E-08,4.04373E-08,0,3.90846E-08,0,0,0,0,0,0,3.56181E-08,0,0,0,0,0
79,0,0,0,2.82961E-08,2.99845E-08,0,0,1.486E-07,0,0,4.14715E-08,9.36322E-08,0,0,0,6.0644E-08,0,0,0,0,0,0,0,0,0,0,0,1.07825E-07,0,3.52315E-08,0,7.04341E-08,0,2.09574E-08,3.57682E-08,0,0,0,0,4.86304E-08,0,5.06577E-08,0,0,0,0,0,0,0,0,0,0,0,2.3029E-08,0,0,0,0,4.4683E-08,0,0,0,0,0,0,0,4.01886E-08,0,0,0,1.32258E-07,0
80,0,0,0,1.60516E-08,1.67913E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41731E-09,0,0,0,0,0,0,0,0,0,0,0,9.29484E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65469E-07,0,0,0,0,0,0,0,0,1.86325E-08,2.15434E-07,2.01651E-08,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77826E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2.29761E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19535E-07,2.79133E-07,1.32427E-07,2.277E-08,0,3.04658E-08,9.73554E-09,0,0,0,8.56315E-09,0,7.49068E-07,7.539E-08,6.10163E-07,0,1.39511E-08,1.81848E-08,0,0,0,1.70622E-07,1.60377E-07,6.01832E-08,0,0,0,0,0,0,0,0,0,0,0,0,3.76516E-07,2.69183E-07,7.25708E-07,0,1.43884E-08,1.7053E-08,9.62142E-09,3.54408E-08,0,1.47484E-08,0,1.91292E-07
83,7.01939E-08,1.56956E-07,0,2.5032E-07,1.9676E-07,1.55569E-07,5.204E-08,0,4.31181E-08,0,3.57731E-08,1.5334E-08,1.53567E-07,2.68645E-07,5.64177E-07,3.23199E-07,4.31439E-07,2.21969E-07,1.64732E-07,4.88312E-08,0,0,0,0,0,0,0,0,0,0,0,0,8.98229E-08,0,0,2.55294E-08,1.58974E-08,4.56384E-08,0,2.09903E-08,0,0,0,0,0,0,0,0,0,3.99525E-08,9.62223E-08,3.73765E-07,1.79608E-07,1.58188E-06,3.33442E-08,0,1.5371E-06,0,0,2.7532E-08,0,0,1.72446E-08,6.93372E-09,0,0,0,0,2.12718E-08,0,0,0
84,9.10679E-08,3.33034E-08,0,2.5814E-08,6.05374E-08,3.7346E-07,1.58877E-08,1.07986E-08,7.97199E-08,1.68583E-08,0,1.7994E-08,4.49437E-08,6.21431E-08,7.96647E-08,1.74961E-07,2.23006E-07,1.77722E-07,8.13829E-08,1.79818E-08,5.80716E-08,2.19687E-07,0,0,0,0,0,0,2.87092E-08,0,1.10461E-08,1.34444E-08,1.10269E-08,0,4.04181E-08,0,0,0,1.65259E-08,0,0,2.11417E-08,3.7461E-08,0,0,1.20065E-07,1.35171E-07,4.73441E-08,0,1.68907E-08,3.0224E-08,1.26946E-07,4.82276E-08,6.03792E-07,5.88031E-08,3.72754E-08,4.94563E-07,6.82292E-08,3.24706E-08,0,0,7.26908E-08,0,0,0,0,1.54466E-08,1.68927E-07,0,0,0,2.67282E-08
85,0,6.02892E-08,0,4.37049E-08,2.40501E-08,3.00648E-07,0,0,0,0,0,0,6.7021E-08,9.87364E-08,1.012E-07,0,4.92633E-08,1.49419E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46442E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73403E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,8.02231E-08,0,0,2.5224E-08,0,0,0,0,0,0,0,0,2.14445E-07,1.87537E-07,0,5.45313E-08,0,3.27299E-08,0,5.66234E-08,0,0,0,2.52976E-08,0,0,0,0,0,0,4.88848E-08,2.11677E-08,0,0,1.07495E-07,2.83811E-08,0,0,0,0,0,0,0,0,1.00446E-07,0,0,0,0,7.87784E-08,2.24495E-08,0,2.36289E-08,4.96967E-07,0,0,3.89936E-07,0,0,0,0,0,0,0,0,0,0,0,4.72958E-08,0,0,0
87,1.49038E-07,1.60438E-07,2.11945E-08,2.40489E-07,1.19057E-07,3.0203E-07,1.85209E-07,3.02165E-07,2.43428E-07,1.37822E-07,6.08095E-08,7.66644E-08,1.70251E-08,1.58993E-07,3.08122E-07,1.92432E-07,3.93825E-07,2.34607E-07,1.60252E-07,1.44938E-07,4.9297E-08,0,2.91941E-08,8.96478E-08,5.92721E-08,9.15438E-08,8.06025E-08,0,0,1.38409E-08,9.42047E-08,1.87737E-07,1.56479E-07,1.10004E-07,1.89756E-08,1.52702E-07,2.4567E-08,0,2.02966E-08,0,2.90251E-08,0,6.78456E-08,2.13639E-08,5.77125E-08,4.4036E-08,0,2.97762E-08,2.13583E-08,1.12148E-07,4.86638E-08,2.0008E-07,1.6991E-07,2.09097E-07,2.07756E-07,1.51461E-07,5.90929E-08,2.42054E-08,1.343E-07,2.43087E-08,1.12704E-08,0,0,5.34043E-08,1.70643E-08,1.48145E-08,2.91637E-07,1.73444E-07,8.66573E-07,2.24146E-07,1.8066E-07,0
88,5.36341E-08,5.07121E-08,0,3.13077E-07,2.63702E-07,8.75422E-08,8.75874E-08,3.41545E-07,7.75143E-08,2.15553E-07,6.00805E-08,7.00537E-08,5.73477E-08,1.3081E-07,1.35417E-07,3.21364E-07,1.37001E-07,3.93213E-08,1.88537E-07,5.75674E-07,2.36379E-07,0,2.65401E-08,2.13271E-08,0,1.62225E-08,1.21762E-08,0,0,0,2.06062E-08,7.13817E-08,6.17109E-08,1.39716E-08,0,2.39267E-08,0,0,1.08938E-08,0,0,0,5.42597E-08,0,3.38723E-08,4.41238E-08,0,0,2.35489E-08,5.72292E-08,3.52346E-08,1.32867E-07,3.46177E-07,9.66599E-08,1.65998E-07,2.37458E-07,1.00535E-07,0,0,5.03363E-08,0,0,0,1.20815E-08,0,0,0,6.69157E-08,2.19943E-07,3.51577E-08,1.3167E-07,0
89,3.07456E-07,1.46827E-07,2.41955E-08,3.19556E-07,1.28256E-07,4.56249E-08,1.98928E-07,4.8153E-07,1.47547E-07,6.92923E-08,5.57891E-08,0,1.33741E-07,1.45418E-07,6.58048E-07,3.04406E-07,2.87776E-07,3.03739E-07,2.85762E-07,4.60707E-07,2.98671E-07,2.52487E-07,2.50235E-08,1.31744E-08,0,1.24276E-07,3.91878E-08,1.03968E-08,0,0,2.58567E-07,3.96098E-08,4.08822E-08,7.10174E-08,2.25799E-08,2.51388E-07,5.48838E-08,0,0,2.89338E-08,0,0,1.63585E-08,3.89628E-08,1.12792E-07,1.03147E-07,1.94114E-08,0,4.67747E-08,1.05621E-07,9.48182E-08,4.03877E-07,3.15376E-07,1.90479E-07,7.22085E-08,3.61428E-07,1.44344E-07,6.76362E-08,5.64155E-08,0,2.01784E-08,0,2.23256E-08,4.50467E-08,1.6658E-08,1.32619E-08,2.37524E-07,1.44057E-07,8.64443E-07,1.45025E-07,1.85545E-07,1.10558E-07
90,1.43695E-07,1.59355E-08,5.16691E-08,1.25227E-07,2.73232E-08,1.10738E-07,0,1.47945E-08,8.80221E-08,0,2.77295E-08,2.33049E-08,8.26071E-08,2.43899E-07,2.83035E-07,1.52523E-07,1.11936E-07,7.32066E-08,0,0,0,0,0,2.09513E-08,0,1.90063E-08,3.9152E-08,2.30036E-08,0,0,0,0,0,3.15879E-08,2.3916E-08,0,0,0,0,4.59353E-08,4.18506E-08,2.51249E-08,0,0,2.23477E-08,0,0,0,0,5.18129E-08,8.44512E-08,1.14856E-07,6.89117E-08,0,2.198E-08,1.49794E-07,0,3.05075E-08,0,0,0,0,0,0,4.05586E-08,0,0,3.94353E-08,9.17832E-08,1.53331E-08,1.1115E-07,0
91,6.67845E-07,3.25462E-07,1.3428E-07,1.22533E-06,8.52715E-07,7.51761E-07,1.06018E-06,7.71725E-07,6.43959E-07,4.18769E-07,1.36043E-07,1.64085E-07,3.40715E-07,6.83061E-07,1.19403E-06,1.61247E-06,2.41475E-06,7.09464E-07,1.10471E-06,1.18283E-06,5.3186E-07,3.65223E-07,4.09072E-07,2.52139E-07,7.91506E-08,5.02309E-07,1.41463E-07,0,0,4.23313E-08,5.34785E-07,3.88664E-07,5.69186E-07,5.32559E-08,2.05258E-07,4.19252E-07,2.77468E-08,2.02993E-08,1.17928E-08,9.2291E-08,3.96342E-08,4.16069E-08,6.29198E-08,1.01139E-07,5.27877E-07,2.42439E-08,0,1.25817E-07,3.01962E-08,4.62963E-07,4.19897E-07,1.3178E-06,2.094E-06,7.36634E-07,8.28988E-07,7.19278E-07,4.61348E-07,4.51162E-07,1.1205E-07,1.39412E-07,0,0,0,2.48076E-07,7.0381E-08,1.00108E-07,5.04488E-07,2.20444E-07,1.76862E-06,3.90886E-07,6.31939E-07,2.7285E-08
92,4.71126E-08,1.64425E-08,0,6.82608E-08,2.09892E-08,4.75995E-08,2.17293E-07,1.17908E-07,1.99087E-07,8.54243E-08,2.00432E-07,5.59606E-08,3.17286E-08,0,3.5823E-08,4.50498E-08,1.34079E-07,3.64953E-08,3.27021E-07,3.85206E-07,1.97657E-07,8.70479E-08,1.66162E-07,2.2104E-07,1.62187E-08,6.11821E-08,3.34846E-08,0,0,0,0,2.0513E-08,2.36452E-08,0,0,3.70531E-08,0,0,0,0,0,0,0,0,1.94678E-08,5.78785E-08,3.08696E-08,0,0,1.45024E-08,0,4.41393E-08,5.89061E-08,5.70239E-08,5.40378E-07,2.60669E-07,1.07519E-07,1.02514E-07,1.3432E-07,7.10449E-08,0,0,1.73644E-08,4.64078E-08,1.44255E-08,0,9.36353E-08,2.35824E-08,2.61814E-07,0,2.42066E-08,0
93,3.25672E-07,2.12365E-07,0,1.82518E-07,1.07873E-07,2.93736E-07,1.58815E-07,1.79805E-07,4.44715E-08,3.85509E-08,0,0,2.24945E-07,1.8434E-07,2.03164E-07,1.76259E-07,5.49217E-07,4.33434E-07,1.49675E-07,1.41306E-07,9.43616E-08,1.17664E-07,7.06943E-08,0,4.38373E-08,0,4.75253E-08,8.81806E-09,0,0,4.66515E-08,1.03939E-07,2.20537E-08,0,4.10336E-08,1.08338E-07,0,0,2.32253E-08,0,0,0,1.67987E-08,2.84852E-08,3.83428E-08,0,0,0,2.52772E-08,3.58911E-07,1.24037E-07,2.3977E-07,8.59179E-07,8.36445E-08,6.92871E-08,2.04587E-07,7.84923E-08,6.92048E-08,0,0,0,0,0,7.42218E-08,0,4.67381E-08,6.10939E-08,9.02797E-08,3.8332E-07,5.09443E-08,1.46055E-07,0
94,4.69015E-08,2.30171E-07,0,7.8001E-08,3.37631E-08,3.6544E-08,1.00298E-07,2.18075E-08,4.82978E-08,3.83351E-08,1.90499E-08,3.43521E-08,5.38945E-08,3.66964E-08,1.57928E-07,6.9173E-08,1.35344E-07,1.48392E-07,0,6.49098E-08,7.6028E-08,5.4028E-08,0,0,0,1.20238E-07,1.28925E-08,0,0,3.36997E-08,6.21404E-08,3.23539E-08,0,1.03379E-07,3.28602E-08,1.50079E-07,0,0,0,0,0,0,0,1.24854E-08,0,0,2.76101E-08,0,2.24001E-08,2.59392E-08,1.10405E-07,7.02667E-08,4.70982E-07,1.16735E-07,0,9.75111E-08,2.65533E-08,2.09584E-08,3.27869E-08,0,0,0,0,9.72412E-09,0,0,3.32051E-08,2.79336E-08,0,2.26014E-08,2.91682E-08,2.4404E-08
95,2.50963E-08,4.18191E-08,0,1.69126E-08,1.95533E-07,1.91492E-08,7.89308E-08,0,0,1.67505E-08,2.99443E-08,1.69017E-08,0,0,3.10191E-08,1.36398E-07,3.18511E-07,0,3.13472E-08,0,0,3.03447E-08,0,3.03894E-08,0,0,0,0,9.17226E-09,0,0,2.54283E-08,1.46555E-08,2.69583E-07,2.58262E-07,0,0,0,0,0,0,0,2.39368E-08,1.22859E-08,0,0,0,0,1.05564E-08,0,0,3.48689E-08,8.75493E-08,1.78016E-07,1.45363E-08,4.00028E-08,2.31029E-08,0,0,0,0,0,0,0,0,0,4.35269E-08,2.92747E-08,5.96453E-08,4.44807E-08,1.50034E-08,1.25529E-08
96,6.1695E-08,0,0,5.67737E-08,2.73232E-08,8.8721E-08,4.94107E-08,1.4446E-07,2.47929E-08,3.10232E-08,0,3.67377E-08,2.42372E-08,2.67081E-08,1.83795E-07,2.36512E-08,2.79839E-08,1.31284E-07,2.90286E-08,1.70027E-07,8.83069E-08,0,0,8.44251E-08,5.83873E-08,3.21206E-08,2.41089E-08,0,0,0,1.27574E-07,0,2.29359E-08,0,8.08361E-08,2.66782E-08,0,0,2.42931E-08,0,0,0,0,6.86868E-08,0,0,0,0,0,3.77577E-08,0,2.69254E-08,1.27042E-07,1.79626E-08,7.70947E-08,2.1096E-08,4.8393E-08,0,0,0,0,0,0,0,0,0,5.84085E-08,6.0809E-08,2.52674E-07,3.79984E-08,1.17402E-07,0
